avg_ipt,bytes_in,bytes_out,dest_ip,dest_port,entropy,num_pkts_out,num_pkts_in,proto,src_ip,src_port,time_end,time_start,total_entropy,label,duration
54,1225,342,786,993,7.275968,5,3,6,786,56656,1655067877891202,1655067877682794,11401.442,outlier,0.208408
0,0,0,786,687,0.0,1,0,6,786,47613,1655067872755921,1655067872755921,0.0,outlier,0.0
49.5,1225,340,786,993,7.274237,5,3,6,786,57106,165506787807598,1655067877877205,11384.181,outlier,0.198775
48,912,338,786,993,7.02294,6,4,6,786,57116,1655067878166885,1655067877878211,8778.675,outlier,0.288674
95,0,316,786,993,5.148891,4,4,6,786,57152,1655067878077616,1655067877886574,1627.0497,outlier,0.191042
49,912,316,786,993,7.02928,6,4,6,786,57162,1655067878187717,1655067877892546,8631.955,outlier,0.295171
95,0,318,786,993,5.101116,4,4,6,786,57170,1655067878085567,1655067877894759,1622.1548,outlier,0.190808
53.5,912,340,786,993,7.035738,6,4,6,786,57158,1655067878220744,1655067877899546,8808.743,outlier,0.321198
47.5,912,336,786,993,7.02163,6,4,6,786,57508,1655067878356388,1655067878068297,8762.994,outlier,0.288091
98,0,336,786,993,5.151385,4,4,6,786,57514,1655067878270851,1655067878074394,1730.8655,outlier,0.196457
95.07058823529412,5635,5141,786,22,6.156919,58,86,6,786,59365,1655067899565486,1655067891286564,66346.96,outlier,8.278922
0,0,0,786,17006,0.0,1,0,6,786,47613,1655067901354783,1655067901354783,0.0,outlier,0.0
0,0,0,786,54351,0.0,1,0,6,786,47613,1655067901885543,1655067901885543,0.0,outlier,0.0
0,0,0,786,59690,0.0,1,0,6,786,47613,1655067902569689,1655067902569689,0.0,outlier,0.0
196.41666666666666,1359,745,786,22,6.935699,12,14,6,786,52014,1655067899228397,1655067896735184,14592.71,outlier,2.493213
0,8,8,786,"",3.0,1,1,1,786,"",1655067889316922,165506788931685,47.999996,malicious,7.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067890234064,165506789023395,47.999996,outlier,1.14E-4
0,0,0,786,22862,0.0,1,0,6,786,47613,1655067905896004,1655067905896004,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",165506789204528,1655067892045163,47.999996,outlier,1.17E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655067893427282,1655067893427175,47.999996,malicious,1.07E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655067895317334,1655067895317257,47.999996,malicious,7.7E-5
95,0,314,786,993,5.078167,4,4,6,786,57552,1655067878278781,1655067878087599,1594.5444,outlier,0.191182
0,8,8,786,"",3.0,1,1,1,786,"",1655067895484225,1655067895484135,47.999996,malicious,9.0E-5
47.5,912,334,786,993,6.996644,6,4,6,786,57886,1655067878550099,165506787826132,8717.817,outlier,0.288779
0,0,0,786,1963,0.0,3,1,6,786,48770,1655067906548567,1655067906530153,0.0,outlier,0.018414
98,0,336,786,993,5.147013,4,4,6,786,57900,1655067878471125,1655067878273985,1729.3962,outlier,0.19714
0,0,0,786,53494,0.0,1,0,6,786,47613,1655067906934356,1655067906934356,0.0,outlier,0.0
0,0,0,786,26840,0.0,1,0,6,786,47613,1655067907054757,1655067907054757,0.0,outlier,0.0
48,912,332,786,993,7.010668,6,4,6,786,58168,1655067878743601,1655067878454598,8721.271,outlier,0.289003
97,0,330,786,993,5.111753,4,4,6,786,58576,1655067878845695,1655067878650161,1686.8785,outlier,0.195534
0,8,8,786,"",3.0,1,1,1,786,"",1655067874472396,165506787447234,47.999996,outlier,5.6E-5
232.5,1359,745,786,22,6.934657,12,14,6,786,35110,1655067912826769,1655067909867072,14590.519,outlier,2.959697
0,0,0,786,50065,0.0,1,0,6,786,47613,1655067824205406,1655067824205406,0.0,outlier,0.0
0,0,0,786,9933,0.0,1,0,6,786,47613,1655067824399542,1655067824399542,0.0,outlier,0.0
149.5,12,12,786,5900,2.886842,5,5,6,786,43458,1655067824517129,1655067824054252,69.28421,outlier,0.462877
0,0,0,786,47613,0.0,19,0,6,786,17631,1655067835923151,1655067805602507,0.0,outlier,30.320644
218.66666666666666,575,522,786,9200,6.262254,8,7,6,786,47244,1655067826976754,1655067825661481,6869.693,benign,1.315273
0,0,0,786,52057,0.0,1,0,6,786,47613,1655067826848498,1655067826848498,0.0,outlier,0.0
0,0,0,786,33867,0.0,1,0,6,786,47613,1655067826860233,1655067826860233,0.0,outlier,0.0
0,0,0,786,46347,0.0,1,0,6,786,47613,165506782868898,165506782868898,0.0,outlier,0.0
5.5,48,48,786,123,4.702199,1,1,17,786,123,165506782990953,1655067829898022,451.41113,outlier,0.011508
0,0,0,786,2376,0.0,2,1,6,786,46833,1655067831790631,1655067831527948,0.0,outlier,0.262683
0,0,0,786,23,0.0,2,1,6,786,63279,1655067832603265,1655067832365331,0.0,outlier,0.237934
0,0,0,786,34657,0.0,1,0,6,786,47613,1655067832587388,1655067832587388,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655067824547744,1655067824547649,47.999996,outlier,9.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067828256298,1655067828256216,47.999996,malicious,8.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067829582973,1655067829582884,47.999996,outlier,8.9E-5
0,8,8,786,"",3.0,1,1,1,786,"",165506783211765,1655067832117584,47.999996,outlier,6.6E-5
0,0,0,786,32040,0.0,1,0,6,786,47613,1655067834779973,1655067834779973,0.0,outlier,0.0
0,0,0,786,11081,0.0,1,0,6,786,47613,165506783496553,165506783496553,0.0,outlier,0.0
0,0,0,786,7038,0.0,1,0,6,786,47613,1655067835099526,1655067835099526,0.0,outlier,0.0
466,7,0,786,23,2.807355,3,2,6,786,40784,1655067833311635,1655067832610259,19.651487,outlier,0.701376
0,0,0,786,49387,0.0,1,0,6,786,47613,1655067833171105,1655067833171105,0.0,outlier,0.0
0.1,0,12333,786,9200,2.194684,12,7,6,786,47270,1655067854138156,1655067854136429,27067.033,benign,0.001727
160,19,43,786,3389,3.678133,4,3,6,786,56325,1655067854676452,1655067854289763,228.04424,outlier,0.386689
0,0,0,786,41191,0.0,1,0,6,786,47613,1655067835952279,1655067835952279,0.0,outlier,0.0
0,0,0,786,45381,0.0,1,0,6,786,47613,1655067835975435,1655067835975435,0.0,outlier,0.0
166,1359,745,786,22,6.903688,12,14,6,786,35620,1655067855105532,1655067852986776,14525.36,outlier,2.118756
0,0,0,786,47613,0.0,1,0,6,786,17631,165506783706296,165506783706296,0.0,outlier,0.0
0,0,0,786,65473,0.0,1,0,6,786,47613,1655067854892883,1655067854892883,0.0,outlier,0.0
0,0,0,786,7856,0.0,2,21,6,786,47613,1655067839925912,1655067839362992,0.0,outlier,0.56292
184.56470588235294,5603,5093,786,22,6.194368,58,86,6,786,49278,1655067843045363,1655067826919684,66254.96,outlier,16.125679
0,0,0,786,27929,0.0,1,0,6,786,47613,1655067859844751,1655067859844751,0.0,outlier,0.0
0,0,0,786,56714,0.0,1,0,6,786,47613,1655067846760837,1655067846760837,0.0,outlier,0.0
0,0,0,786,36104,0.0,1,0,6,786,47613,1655067847343542,1655067847343542,0.0,outlier,0.0
0,0,0,786,63381,0.0,1,0,6,786,47613,1655067847355655,1655067847355655,0.0,outlier,0.0
0,0,0,786,31125,0.0,1,0,6,786,47613,1655067847373296,1655067847373296,0.0,outlier,0.0
0,0,0,786,31717,0.0,1,0,6,786,47613,165506784738319,165506784738319,0.0,outlier,0.0
0,0,0,786,7173,0.0,1,0,6,786,47613,165506784831565,165506784831565,0.0,outlier,0.0
0,0,0,786,34736,0.0,1,0,6,786,47613,1655067848599186,1655067848599186,0.0,outlier,0.0
0,0,0,786,56813,0.0,1,0,6,786,47613,1655067850527362,1655067850527362,0.0,outlier,0.0
0,0,0,786,46987,0.0,1,0,6,786,47613,1655067850557454,1655067850557454,0.0,outlier,0.0
524.5,1225,192,786,993,7.354894,5,3,6,786,49222,1655067875665187,1655067874518306,10421.885,outlier,1.146881
116.5,1225,192,786,993,7.33229,5,3,6,786,52006,1655067876000805,1655067875667635,10389.8545,outlier,0.33317
0,0,0,786,6765,0.0,1,0,6,786,47613,1655067875974892,1655067875974892,0.0,outlier,0.0
0,0,0,786,11864,0.0,1,0,6,786,47613,1655067876012776,1655067876012776,0.0,outlier,0.0
49.5,1223,170,786,993,7.346207,5,3,6,786,53086,1655067876228363,1655067876028953,10233.266,outlier,0.19941
468.5,1223,170,786,993,7.364938,5,3,6,786,53676,1655067877266103,1655067876228837,10259.359,outlier,1.037266
0,0,0,786,15365,0.0,1,0,6,786,47613,1655067877089145,1655067877089145,0.0,outlier,0.0
49,1225,192,786,993,7.346513,5,3,6,786,55942,1655067877459781,165506787726394,10410.009,outlier,0.195841
95,0,142,786,993,4.485144,4,4,6,786,56274,1655067877679327,1655067877459846,636.8904,outlier,0.219481
49.5,1223,318,786,993,7.249188,5,3,6,786,56648,1655067877876201,1655067877679951,11170.999,outlier,0.19625
48,1225,340,786,993,7.225373,5,3,6,786,56652,1655067877873449,1655067877680193,11307.708,outlier,0.193256
48.5,1225,342,786,993,7.223058,5,3,6,786,56654,1655067877874398,1655067877680194,11318.532,outlier,0.194204
50,1225,340,786,993,7.267357,5,3,6,786,56650,1655067877877987,1655067877680194,11373.414,outlier,0.197793
98,0,320,786,993,5.189815,4,4,6,786,56646,1655067877891736,1655067877682331,1660.7407,outlier,0.209405
54,1223,318,786,993,7.255943,5,3,6,786,56640,1655067877890249,1655067877682554,11181.408,outlier,0.207695
53,1223,318,786,993,7.273572,5,3,6,786,56642,1655067877888854,1655067877682767,11208.574,outlier,0.206087
54,1225,342,786,993,7.275968,5,3,6,786,56656,1655067877891202,1655067877682794,11401.442,outlier,0.208408
55,1223,318,786,993,7.261227,5,3,6,786,56658,1655067877892246,1655067877682794,11189.55,outlier,0.209452
466,7,0,786,23,2.807355,3,2,6,786,40784,1655067833311635,1655067832610259,19.651487,outlier,0.701376
0,0,0,786,49387,0.0,1,0,6,786,47613,1655067833171105,1655067833171105,0.0,outlier,0.0
0,0,0,786,32040,0.0,1,0,6,786,47613,1655067834779973,1655067834779973,0.0,outlier,0.0
0,0,0,786,11081,0.0,1,0,6,786,47613,165506783496553,165506783496553,0.0,outlier,0.0
0,0,0,786,7038,0.0,1,0,6,786,47613,1655067835099526,1655067835099526,0.0,outlier,0.0
0,0,0,786,80,0.0,1,0,6,786,34456,1655067835275572,1655067835275572,0.0,benign,0.0
0,0,0,786,57300,0.0,1,0,6,786,47613,1655067835389054,1655067835389054,0.0,outlier,0.0
0,0,0,786,58486,0.0,1,0,6,786,47613,1655067835421458,1655067835421458,0.0,outlier,0.0
128.33333333333334,1767,2110,786,22,7.452309,10,13,6,786,51343,1655067836097759,1655067834494795,28892.602,outlier,1.602964
0,0,0,786,30827,0.0,1,0,6,786,47613,1655067835922733,1655067835922733,0.0,outlier,0.0
0,0,0,786,41191,0.0,1,0,6,786,47613,1655067835952279,1655067835952279,0.0,outlier,0.0
0,0,0,786,45381,0.0,1,0,6,786,47613,1655067835975435,1655067835975435,0.0,outlier,0.0
0,0,0,786,27934,0.0,1,0,6,786,47613,1655067837062602,1655067837062602,0.0,outlier,0.0
0,0,0,786,47613,0.0,1,0,6,786,17631,165506783706296,165506783706296,0.0,outlier,0.0
184.56470588235294,5603,5093,786,22,6.194368,58,86,6,786,49278,1655067843045363,1655067826919684,66254.96,outlier,16.125679
0,0,0,786,36376,0.0,1,0,6,786,9303,1655067843467647,1655067843467647,0.0,outlier,0.0
0,0,0,786,56342,0.0,1,0,6,786,47613,165506784381327,165506784381327,0.0,outlier,0.0
113,19,128,786,2376,5.189092,5,5,6,786,36300,1655067846047877,1655067845658476,762.79645,outlier,0.389401
0,0,0,786,59356,0.0,1,0,6,786,47613,1655067845758193,1655067845758193,0.0,outlier,0.0
0,0,0,786,26464,0.0,1,0,6,786,47613,1655067846183017,1655067846183017,0.0,outlier,0.0
0,0,0,786,56714,0.0,1,0,6,786,47613,1655067846760837,1655067846760837,0.0,outlier,0.0
0,0,0,786,36104,0.0,1,0,6,786,47613,1655067847343542,1655067847343542,0.0,outlier,0.0
0,0,0,786,63381,0.0,1,0,6,786,47613,1655067847355655,1655067847355655,0.0,outlier,0.0
0,0,0,786,31125,0.0,1,0,6,786,47613,1655067847373296,1655067847373296,0.0,outlier,0.0
0,0,0,786,31717,0.0,1,0,6,786,47613,165506784738319,165506784738319,0.0,outlier,0.0
0,0,0,786,7173,0.0,1,0,6,786,47613,165506784831565,165506784831565,0.0,outlier,0.0
0,0,0,786,34736,0.0,1,0,6,786,47613,1655067848599186,1655067848599186,0.0,outlier,0.0
0,0,0,786,56813,0.0,1,0,6,786,47613,1655067850527362,1655067850527362,0.0,outlier,0.0
0,0,0,786,46987,0.0,1,0,6,786,47613,1655067850557454,1655067850557454,0.0,outlier,0.0
0,0,0,786,6598,0.0,1,0,6,786,47613,1655067851671956,1655067851671956,0.0,outlier,0.0
0,0,0,786,35143,0.0,1,0,6,786,47613,165506785236902,165506785236902,0.0,outlier,0.0
0,0,1654,786,9200,5.098688,2,1,6,786,47244,165506785277331,1655067852773277,8433.23,benign,3.3E-5
0,0,1441,786,9200,5.192132,3,2,6,786,47258,1655067853169224,1655067853168286,7481.8623,benign,9.38E-4
0.02,0,12993,786,9200,3.126256,58,19,6,786,47260,1655067853294271,1655067853249036,40619.438,benign,0.045235
0.5,0,2700,786,9200,5.077735,4,2,6,786,47262,1655067853623969,1655067853622764,13709.885,benign,0.001205
0,0,3715,786,9200,5.117917,5,4,6,786,47264,1655067853623945,1655067853623295,19013.06,benign,6.5E-4
0,0,8866,786,9200,2.798615,9,7,6,786,47266,165506785362997,1655067853629266,24812.523,benign,7.04E-4
0.3333333333333333,0,3278,786,9200,5.164558,5,3,6,786,47268,1655067854120023,1655067854118803,16929.422,benign,0.00122
0,8,8,786,"",3.0,1,1,1,786,"",1655067833615352,1655067833615277,47.999996,malicious,7.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067835249865,165506783524978,47.999996,malicious,8.5E-5
49,912,320,786,993,7.028625,6,4,6,786,56644,1655067878003332,1655067877682554,8659.267,outlier,0.320778
53,912,320,786,993,7.062659,6,4,6,786,56638,1655067878012741,1655067877690726,8701.195,outlier,0.322015
48.5,1225,338,786,993,7.228654,5,3,6,786,57102,1655067878068282,1655067877873892,11298.387,outlier,0.19439
96,0,316,786,993,5.105946,4,4,6,786,57112,1655067878070391,1655067877876617,1613.4788,outlier,0.193774
49.5,1225,340,786,993,7.274237,5,3,6,786,57106,165506787807598,1655067877877205,11384.181,outlier,0.198775
48,912,338,786,993,7.02294,6,4,6,786,57116,1655067878166885,1655067877878211,8778.675,outlier,0.288674
95,0,316,786,993,5.148891,4,4,6,786,57152,1655067878077616,1655067877886574,1627.0497,outlier,0.191042
48,912,316,786,993,7.024444,6,4,6,786,57154,1655067878176925,165506787788815,8626.018,outlier,0.288775
106,0,318,786,993,5.16332,4,4,6,786,57122,1655067878102076,1655067877889278,1641.9358,outlier,0.212798
49,912,316,786,993,7.02928,6,4,6,786,57162,1655067878187717,1655067877892546,8631.955,outlier,0.295171
95,0,318,786,993,5.101116,4,4,6,786,57170,1655067878085567,1655067877894759,1622.1548,outlier,0.190808
53.5,912,340,786,993,7.035738,6,4,6,786,57158,1655067878220744,1655067877899546,8808.743,outlier,0.321198
47.5,912,336,786,993,7.02163,6,4,6,786,57508,1655067878356388,1655067878068297,8762.994,outlier,0.288091
98,0,336,786,993,5.151385,4,4,6,786,57514,1655067878270851,1655067878074394,1730.8655,outlier,0.196457
49,912,338,786,993,6.993321,6,4,6,786,57516,1655067878371378,1655067878076211,8741.651,outlier,0.295167
98,0,314,786,993,5.116353,4,4,6,786,57534,1655067878280562,1655067878083695,1606.5347,outlier,0.196867
95,0,314,786,993,5.078167,4,4,6,786,57552,1655067878278781,1655067878087599,1594.5444,outlier,0.191182
96,0,338,786,993,5.210205,4,4,6,786,57578,1655067878296542,1655067878104379,1761.0492,outlier,0.192163
47.5,912,334,786,993,6.996644,6,4,6,786,57886,1655067878550099,165506787826132,8717.817,outlier,0.288779
98,0,336,786,993,5.147013,4,4,6,786,57900,1655067878471125,1655067878273985,1729.3962,outlier,0.19714
48,912,332,786,993,7.010668,6,4,6,786,58168,1655067878743601,1655067878454598,8721.271,outlier,0.289003
97,0,330,786,993,5.111753,4,4,6,786,58576,1655067878845695,1655067878650161,1686.8785,outlier,0.195534
0,8,8,786,"",3.0,1,1,1,786,"",1655067874472396,165506787447234,47.999996,outlier,5.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",165506787490934,1655067874909233,47.999996,outlier,1.07E-4
0,8,8,786,"",2.75,1,1,1,786,"",1655067877032921,1655067877032807,43.999996,outlier,1.14E-4
0,8,8,786,"",2.75,1,1,1,786,"",165506787733289,1655067877332783,43.999996,malicious,1.07E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655067881347818,1655067881347739,47.999996,outlier,7.9E-5
0,0,0,786,9200,0.0,2,1,6,786,47264,165506791368425,1655067913681975,0.0,benign,0.002275
0,0,0,786,6893,0.0,1,0,6,786,47613,1655067914097517,1655067914097517,0.0,outlier,0.0
0,0,0,786,9200,0.0,2,1,6,786,47268,1655067914152868,1655067914151757,0.0,benign,0.001111
0,0,0,786,9200,0.0,2,1,6,786,47270,165506791419897,1655067914198099,0.0,benign,8.71E-4
0,0,0,786,44488,0.0,3,1,6,786,47015,165506791482593,165506791476794,0.0,outlier,0.05799
4.5,48,48,786,123,5.038655,1,1,17,786,123,1655067914907174,1655067914898029,483.7109,outlier,0.009145
0,0,0,786,80,0.0,1,0,6,786,34456,1655067835275572,1655067835275572,0.0,benign,0.0
0,0,0,786,57300,0.0,1,0,6,786,47613,1655067835389054,1655067835389054,0.0,outlier,0.0
0,0,0,786,58486,0.0,1,0,6,786,47613,1655067835421458,1655067835421458,0.0,outlier,0.0
128.33333333333334,1767,2110,786,22,7.452309,10,13,6,786,51343,1655067836097759,1655067834494795,28892.602,outlier,1.602964
0,0,0,786,30827,0.0,1,0,6,786,47613,1655067835922733,1655067835922733,0.0,outlier,0.0
0,0,0,786,27934,0.0,1,0,6,786,47613,1655067837062602,1655067837062602,0.0,outlier,0.0
163,12,12,786,5900,2.886842,5,5,6,786,36474,1655067858488568,1655067858015713,69.28421,outlier,0.472855
159.5,12,12,786,5900,2.886842,5,5,6,786,37192,1655067859045577,1655067858573752,69.28421,outlier,0.471825
0,0,0,786,36376,0.0,1,0,6,786,9303,1655067843467647,1655067843467647,0.0,outlier,0.0
0,0,0,786,56342,0.0,1,0,6,786,47613,165506784381327,165506784381327,0.0,outlier,0.0
113,19,128,786,2376,5.189092,5,5,6,786,36300,1655067846047877,1655067845658476,762.79645,outlier,0.389401
4250,0,600,786,67,1.633167,2,0,17,786,68,165506786441063,1655067855910076,979.9,benign,8.500554
0,0,0,786,59356,0.0,1,0,6,786,47613,1655067845758193,1655067845758193,0.0,outlier,0.0
0,0,0,786,26464,0.0,1,0,6,786,47613,1655067846183017,1655067846183017,0.0,outlier,0.0
193.33333333333334,1359,761,786,22,6.958054,12,14,6,786,55428,1655067860975617,1655067858486715,14751.073,outlier,2.488902
0,8,8,786,"",3.0,1,1,1,786,"",1655067859591976,1655067859591894,47.999996,malicious,8.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067860833632,1655067860833578,47.999996,outlier,5.4E-5
0,0,0,786,6598,0.0,1,0,6,786,47613,1655067851671956,1655067851671956,0.0,outlier,0.0
0,0,0,786,35143,0.0,1,0,6,786,47613,165506785236902,165506785236902,0.0,outlier,0.0
0,0,1654,786,9200,5.098688,2,1,6,786,47244,165506785277331,1655067852773277,8433.23,benign,3.3E-5
0,0,1441,786,9200,5.192132,3,2,6,786,47258,1655067853169224,1655067853168286,7481.8623,benign,9.38E-4
0.02,0,12993,786,9200,3.126256,58,19,6,786,47260,1655067853294271,1655067853249036,40619.438,benign,0.045235
0.5,0,2700,786,9200,5.077735,4,2,6,786,47262,1655067853623969,1655067853622764,13709.885,benign,0.001205
0,0,3715,786,9200,5.117917,5,4,6,786,47264,1655067853623945,1655067853623295,19013.06,benign,6.5E-4
0,0,8866,786,9200,2.798615,9,7,6,786,47266,165506785362997,1655067853629266,24812.523,benign,7.04E-4
0.3333333333333333,0,3278,786,9200,5.164558,5,3,6,786,47268,1655067854120023,1655067854118803,16929.422,benign,0.00122
0,8,8,786,"",3.0,1,1,1,786,"",1655067833615352,1655067833615277,47.999996,malicious,7.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067835249865,165506783524978,47.999996,malicious,8.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067843429633,1655067843429544,47.999996,malicious,8.9E-5
0,8,8,786,"",2.75,1,1,1,786,"",1655067845461546,1655067845461425,43.999996,outlier,1.21E-4
0,8,8,786,"",3.0,1,1,1,786,"",1655067849658076,1655067849657995,47.999996,malicious,8.1E-5
0,8,8,786,"",2.75,1,1,1,786,"",1655067851282666,1655067851282554,43.999996,malicious,1.12E-4
144,0,26,786,5903,3.825252,4,4,6,786,36194,165506792043715,1655067920145422,99.45654,outlier,0.291728
0.3333333333333333,0,3278,786,9200,5.164558,5,4,6,786,47308,1655067920166173,1655067920164963,16929.422,benign,0.00121
0.1,0,12333,786,9200,2.194684,12,6,6,786,47310,1655067920210607,1655067920209425,27067.033,benign,0.001182
0,0,0,786,37252,0.0,1,0,6,786,5903,1655067921035739,1655067921035739,0.0,outlier,0.0
0,0,0,786,13380,0.0,1,0,6,786,47613,1655067922693091,1655067922693091,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655067914330927,1655067914330828,47.999996,outlier,9.9E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067920073529,1655067920073366,47.999996,malicious,1.63E-4
0,0,0,786,12504,0.0,1,0,6,786,47613,1655067832421112,1655067832421112,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",165506782455099,1655067824550924,47.999996,malicious,6.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067828256298,1655067828256216,47.999996,malicious,8.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067828344696,1655067828344629,47.999996,outlier,6.7E-5
116.5,1225,192,786,993,7.33229,5,3,6,786,52006,1655067876000805,1655067875667635,10389.8545,outlier,0.33317
97,0,51,786,993,3.966353,4,4,6,786,52004,1655067876000005,1655067875667877,202.28398,outlier,0.332128
106,0,170,786,993,4.78345,4,4,6,786,52008,1655067876036974,1655067875675819,813.18646,outlier,0.361155
0,0,0,786,6765,0.0,1,0,6,786,47613,1655067875974892,1655067875974892,0.0,outlier,0.0
162.5,12,12,786,5900,2.886842,5,5,6,786,40256,1655067861487463,1655067861011055,69.28421,outlier,0.476408
0,0,0,786,11864,0.0,1,0,6,786,47613,1655067876012776,1655067876012776,0.0,outlier,0.0
0,0,0,786,35649,0.0,1,0,6,786,47613,1655067861408017,1655067861408017,0.0,outlier,0.0
0,0,0,786,64312,0.0,1,0,6,786,47613,1655067862248439,1655067862248439,0.0,outlier,0.0
49.5,1223,170,786,993,7.346207,5,3,6,786,53086,1655067876228363,1655067876028953,10233.266,outlier,0.19941
0,0,0,786,58764,0.0,1,0,6,786,47613,165506790747781,165506790747781,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",165506787490934,1655067874909233,47.999996,outlier,1.07E-4
0,0,0,786,9200,0.0,2,1,6,786,47258,1655067913202662,1655067913201408,0.0,benign,0.001254
0,8,8,786,"",2.75,1,1,1,786,"",1655067877032921,1655067877032807,43.999996,outlier,1.14E-4
0,8,8,786,"",2.75,1,1,1,786,"",165506787733289,1655067877332783,43.999996,malicious,1.07E-4
165.41666666666666,1359,745,786,22,6.929645,12,14,6,786,47258,165506791372216,1655067911609295,14579.973,outlier,2.112865
0,0,0,786,9200,0.0,2,1,6,786,47260,1655067913297377,1655067913296394,0.0,benign,9.83E-4
0,0,0,786,4255,0.0,1,0,6,786,47613,1655067913340736,1655067913340736,0.0,outlier,0.0
0,0,0,786,33742,0.0,1,0,6,786,47613,1655067913511985,1655067913511985,0.0,outlier,0.0
0,0,0,786,9200,0.0,2,1,6,786,47266,1655067913654011,1655067913652973,0.0,benign,0.001038
172.41666666666666,1359,745,786,22,6.923832,12,14,6,786,33138,165506782684493,1655067824641558,14567.743,outlier,2.203372
167.25,1359,745,786,22,6.92892,12,14,6,786,58034,1655067828161189,1655067826025986,14578.448,outlier,2.135203
133.33333333333334,1359,745,786,22,6.916108,14,14,6,786,39488,1655067828330883,1655067826647841,14551.49,outlier,1.683042
0,0,0,786,22866,0.0,1,0,6,786,47613,1655067828528053,1655067828528053,0.0,outlier,0.0
0,0,0,786,35597,0.0,1,0,6,786,47613,1655067821783856,1655067821783856,0.0,outlier,0.0
145,12,12,786,5900,2.886842,5,5,6,786,40440,1655067822402494,1655067821966355,69.28421,outlier,0.436139
0,0,0,786,50065,0.0,1,0,6,786,47613,1655067824205406,1655067824205406,0.0,outlier,0.0
0,0,0,786,9933,0.0,1,0,6,786,47613,1655067824399542,1655067824399542,0.0,outlier,0.0
149.5,12,12,786,5900,2.886842,5,5,6,786,43458,1655067824517129,1655067824054252,69.28421,outlier,0.462877
0,0,0,786,47613,0.0,19,0,6,786,17631,1655067835923151,1655067805602507,0.0,outlier,30.320644
139.33333333333334,1359,761,786,22,6.910112,12,14,6,786,49844,1655067825816583,1655067824055595,14649.438,outlier,1.760988
5779.6,0,1500,786,67,1.627172,5,0,17,786,68,1655067835546145,1655067806646861,2440.7578,benign,28.899284
0,0,0,786,9303,0.0,1,5,6,786,36376,1655067811972556,1655067811972556,0.0,outlier,0.0
172.41666666666666,1359,745,786,22,6.923832,12,14,6,786,33138,165506782684493,1655067824641558,14567.743,outlier,2.203372
218.66666666666666,575,522,786,9200,6.262254,8,7,6,786,47244,1655067826976754,1655067825661481,6869.693,benign,1.315273
0,0,0,786,52057,0.0,1,0,6,786,47613,1655067826848498,1655067826848498,0.0,outlier,0.0
0,0,0,786,33867,0.0,1,0,6,786,47613,1655067826860233,1655067826860233,0.0,outlier,0.0
167.25,1359,745,786,22,6.92892,12,14,6,786,58034,1655067828161189,1655067826025986,14578.448,outlier,2.135203
133.33333333333334,1359,745,786,22,6.916108,14,14,6,786,39488,1655067828330883,1655067826647841,14551.49,outlier,1.683042
0,0,0,786,22866,0.0,1,0,6,786,47613,1655067828528053,1655067828528053,0.0,outlier,0.0
0,0,0,786,46347,0.0,1,0,6,786,47613,165506782868898,165506782868898,0.0,outlier,0.0
5.5,48,48,786,123,4.702199,1,1,17,786,123,165506782990953,1655067829898022,451.41113,outlier,0.011508
218.66666666666666,1359,745,786,22,6.901048,12,14,6,786,49682,1655067831371084,1655067828539619,14519.806,outlier,2.831465
0,0,0,786,2376,0.0,2,1,6,786,46833,1655067831790631,1655067831527948,0.0,outlier,0.262683
0,0,0,786,23,0.0,2,1,6,786,63279,1655067832603265,1655067832365331,0.0,outlier,0.237934
0,0,0,786,12504,0.0,1,0,6,786,47613,1655067832421112,1655067832421112,0.0,outlier,0.0
0,0,0,786,34657,0.0,1,0,6,786,47613,1655067832587388,1655067832587388,0.0,outlier,0.0
0,8,8,786,"",3.0,1,1,1,786,"",1655067824547744,1655067824547649,47.999996,outlier,9.5E-5
0,8,8,786,"",3.0,1,1,1,786,"",165506782455099,1655067824550924,47.999996,malicious,6.6E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067828256298,1655067828256216,47.999996,malicious,8.2E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067828344696,1655067828344629,47.999996,outlier,6.7E-5
0,8,8,786,"",3.0,1,1,1,786,"",1655067829582973,1655067829582884,47.999996,outlier,8.9E-5
